,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,C_1,C_2,C_3,C_4,C_5
10,-9.559976,4.228774,11.553362,-17.11379,-16.569521,22.769191,0.382386,0.832485,-0.232633,-4.04177,9.95185,-7.00081,0.978783,-1.031939,-13.166488,12.344745,-7.784492,13.752794,-4.1428658,-28.380873,-48.633556,8.854916,-9.463835,-1.381741,-8.056079,1.315015,-8.956224,-1.906597,-4.314967000000001,-10.009064599999999,-14.919891,-11.974402,-22.528543,-22.198874,-2.280463,-8.728098,-4.496781,-2.432177,6.3647966,-1.874104,9.928736,3.225961,17.481453,-19.295978,-3.6391590000000003,-7.893051,3.0774426000000004,-11.471502000000001,13.010564,17.614062,-15.395655,-2.061474,-8.439641,4.579617,14.311881,2.572634,-15.749463,-8.31799,-11.04307,-5.216956,-6.9017364,-13.8149142,7.479819,-12.639143,-21.820073,-8.527042,-23.746827,10.443664,2.850129,1.803595,-3.429717,5.332706,-17.053792,-6.5944006,-4.06638,23.996395,-13.666037,2.5154682,-2.2957668,-2.593927,1.030198,-26.686366,-1.825691,17.690312,-7.224462,-5.2142652,2.95805,4.614106,-33.610773,-8.134725,7.351275599999999,8.811241,-9.5508068,-0.003119,-0.629259,G,H,I,G,G
11,-6.73266,8.754212800000001,10.171101,-14.828047,-16.753804,19.598372,5.229196,5.411455,5.461193199999999,-1.584082,22.414109,-3.579146,6.387822,-0.01249880000000001,-6.827155,13.982311,3.349579,21.275493,-6.281971,-28.847608,-46.89165,14.150334,-5.684076,2.9942884,-1.946664,2.014526,-5.9320596,3.419527,-0.618107,-8.762497,-4.10476,-2.409109,-18.371057,-18.51744,1.830118,-2.589954,-1.904123,6.12626,11.129625,2.022344,13.735098,8.934548,23.394944,-18.3034712,3.541639,-7.228674,5.8609464000000004,-6.3504026,18.685257,21.1204112,-9.0199336,4.965092,-5.939676,9.287421,22.403579,12.350445,-11.808854,-1.334284,-2.884778,-1.447855,-6.974315,-14.901846,18.912805,-5.481772,-19.325707,-7.434836,-20.748964,19.665688,5.932876,13.5262,0.905205,8.631676,-10.205578,-4.283823,-4.736076,26.8138168,-5.7616812,5.6583742,-0.38845,0.217603,2.30994,-19.571767,1.015757,16.717203,-5.5886076000000005,-4.300504,6.757137,10.39076,-33.620972,-1.571759,9.885101,13.0601968,-2.888637,3.433533,1.1327002,J,H,J,J,H
12,-10.258837,5.33933,10.88454,-17.835446,-14.420291,27.420615,2.8242232,4.428075,-2.443265,-5.5079796000000005,17.148066,-4.50722,3.647895,1.903672,-10.248666,15.022845,-7.913836,16.995483,-3.61969,-28.134371,-47.5828462,11.856659,-15.593687,-0.284885,-8.433523,1.107424,-11.688565,-3.609787,-2.531767,-9.35319,-11.130092,-8.095531,-19.571585,-20.334556,-4.908954,-4.316948,-6.729854,-1.529574,8.51382,-3.452975,11.337491,5.371713,20.900283,-21.724914,-1.303079,-9.853062,1.7757468000000003,-11.386888,16.885055,18.3022672,-8.754602,-1.930114,-8.831649,5.128748,19.4208026,6.333049,-16.993161,-0.5457230000000001,-3.404102,-2.842204,-2.787751,-14.733572,10.860834,-5.139016,-19.910412,-2.910778,-22.051924,16.421834,4.45991,9.242993,1.0225507999999999,6.701997,-8.953097,-6.931557,-6.041923,25.671799599999996,-10.664499,4.464216,-2.785733,-7.109641,0.560809,-19.572454,-1.9538913999999998,15.246533,-6.740048,-3.3485541999999997,-0.251387,-0.620649,-35.35892,-3.982897,6.3782386,12.378734,-8.187935,0.323382,1.0902132,G,H,J,H,K
13,-8.760254,8.524921,12.82926,-14.621509,-13.875508199999999,26.389798,4.199584799999999,4.458873,6.75024,-2.9448204,17.145437,-0.606932,5.788584,0.281281,-7.597174,15.138244199999999,-1.59837,17.317569,-5.491045,-26.495486,-47.256945,12.024399,-8.668668,4.639895,-1.839071,3.30931,-3.966614,1.917435,-0.74389,-6.773514,-9.195019,-7.145002,-19.606788,-20.661756,5.531978,-3.475282,-4.696972,3.39221,10.099408,-1.7299475999999998,15.532704,12.001384,23.166113,-14.72825,1.695567,-10.238785,4.249557,-9.56718,18.537728,21.443554,-10.12759,3.953228,-8.457554,11.098796,20.0183946,8.530382,-12.569728,3.025086,-5.62572,-3.354696,-4.763126,-8.450499,14.995476,-10.444245,-20.697726,-3.749195,-19.82218,17.920431,4.227754,9.97989,4.0266,8.233733,-8.311072,-4.094103,-4.489011,29.525922,-7.63705,3.260226,-0.616028,4.149022,2.191336,-22.418651,3.078573,20.68141,-8.370921,-3.159599,7.247878,6.864128,-32.416991,-3.5996842,9.682279,11.426503,-11.604437,2.005579,2.404139,G,I,H,I,K
14,-4.975709,7.748454,14.715911,-12.483056,-10.618286,26.1919878,7.811208,10.9691,5.641905,-3.986402,22.382774,-2.813888,10.811151,6.488204,-4.5625918,18.888581,-3.522362,18.08271,-1.447316,-24.737133800000002,-42.596984,15.552233,-5.653005,4.444824,-1.5882422000000003,4.006494,-3.881891,1.500167,1.438435,-3.668098,-8.976873,-5.619134,-15.223491200000002,-16.625871,2.898224,-1.629082,0.10689519999999997,1.715877,11.105573600000001,4.531357,12.480012,7.343243,27.382421,-15.001038,3.691983,-0.493839,6.952916,-6.958513,20.501368,23.6162484,-5.942089,1.727682,-4.65901,9.82389,25.129349,9.178347,-12.491073,2.508595,-6.842036,-0.926511,-1.0077639999999999,-7.534913,14.629944,-0.913501,-17.392816,-3.119214,-18.380323,17.802897,8.407265,10.046345,6.949678,10.092281,-8.27016,-0.810232,-3.6666916,35.821935,-5.7331,11.897776,2.9173596,-0.83384,5.427311,-18.468844,5.15601,20.653699,-0.026514,2.075183,7.447326,8.918882,-29.994052,-0.63161,9.875994,16.447495,-5.038106600000001,1.959041,3.615429,J,I,K,J,I
15,-7.916901,8.012112,11.911307,-14.64454,-14.234772,25.796358,2.654348,6.16752,4.617014,-4.171446,18.707227,-5.323561,4.5411584000000005,3.701798,-6.747658,16.030186,-1.861966,15.951673,-4.157558,-25.455112,-46.625128,11.991418,-8.810515,-2.597511,-5.751148,0.823901,-8.33695,1.059023,-6.111986,-8.358664000000001,-10.216358,-6.264826,-18.07045,-19.837542,0.418943,-7.342434,-1.124186,1.134218,5.107019,1.227749,13.323786,9.343701,24.0916,-19.801412,0.458222,-4.215971,5.9800212,-9.516958,18.004397,17.423192,-12.337049,1.287977,-11.457939,6.01261,18.964558,6.870907,-11.681098,-4.203933,-9.243495,-2.78355,-4.776124,-13.99723,9.800232,-4.050125,-21.830116,-6.710126,-26.068464,15.054961,3.206113,5.134891,3.0344646,5.976135,-10.386283,-4.265709,-7.838874,27.6643708,-13.794311,4.903696,0.2746192,-2.5786026,2.097785,-21.003467,1.12816,15.574095,-7.0275336,-3.0270826,5.152407,6.357033,-32.959249,-6.549192,6.5536044,11.932296,-7.325524,1.083984,-2.600647,G,H,I,J,I
16,-5.379646,3.128314,12.35356,-16.515161,-11.658055,23.737193,1.29851,3.833009,-0.371958,-2.013986,15.923765,-2.240903,4.330092,2.671988,-4.27141,14.728485599999999,-3.12274,17.765084,-0.869898,-26.903401,-41.892099,15.283374,-10.4668446,1.63485,-5.337907,0.050496,-10.093988,1.609659,-4.58079,-8.95965,-5.225145,-6.3541517999999995,-15.87382,-21.647042,3.21506,-2.800998,-2.308897,2.418524,9.977732,-2.2828652000000003,14.156574,8.893257,21.1130494,-16.44635,-1.3735,-6.39124,4.95306,-11.933156,15.638106,19.427834,-9.57316,3.514045,-8.917307,8.965189,15.801502,10.526534,-15.066696,-0.231294,-5.993284,0.627924,-3.4817558000000006,-10.543135,13.408683599999998,-4.042867,-17.9606396,-4.023668600000001,-20.943929,14.653817,4.1536,6.242744,3.7364960000000003,8.455315,-10.361013,-6.4816344,-5.3370882,33.508386,-9.560029199999999,12.439799,3.644476,-0.27799820000000003,4.572127,-18.964317,1.541618,18.074814,-6.595325,2.947981,3.2561924000000007,2.199882,-29.907354,-5.08593,6.33741,13.115181799999998,-7.399329,1.258472,-2.448681,J,I,H,J,H
17,-9.71179,5.854341,9.40818,-21.075537,-17.536461,21.217073,0.114606,1.216053,0.16470260000000003,-6.910021,14.71814,-6.68239,2.771151,-2.329085,-9.210751,12.41475,-6.097895,14.1270532,-9.074748,-28.776506,-50.008463000000006,6.640905,-13.438673,1.116326,-10.018821,-5.247899,-7.991351399999999,-6.00695,-5.46365,-11.894152,-14.136456,-9.400629,-23.066435,-19.605906,-2.7272128,-6.795228,-5.2612026,-0.71907,4.971806,-5.567472,12.066484,6.142516,18.990386,-22.544532,-4.866568,-11.116175,1.8347222000000003,-12.536148800000001,15.177115,15.594724,-13.529733,-3.792801,-16.514437,6.095036,20.652884,5.740477,-18.148539,-1.517709,-13.186802,-5.633408,-6.676284,-15.468652,6.301364,-10.814617,-24.920871,-8.707705999999998,-25.187188,15.921636,-0.961932,4.067891,0.647683,1.057795,-12.74314,-7.266117,-9.5893676,26.570695,-11.45776,3.572225,-4.061923800000001,-4.330354,3.663552,-21.621567,-2.854489,13.69836,-11.083504,-3.129989,-2.434917,-1.83644,-35.7619494,-8.535802,5.169642,6.439124,-9.292218000000002,-2.075796,-0.990849,H,I,H,H,K
18,-7.495827,3.4910816000000002,10.724445,-20.929694,-17.073651,19.235905,-0.314533,2.698487,5.787138,-4.284734,15.6019,-2.258296,5.244653,-1.9102149999999998,-7.784555,11.120988,-7.84553,15.619128,-6.380145,-31.593598000000004,-54.473273,11.351151,-11.3933964,-3.307905,-6.647301,-5.58169,-8.463973,-0.40992700000000004,-3.7458624,-11.3872622,-10.066094,-5.084971,-23.294708,-17.433673,-2.048444,-4.834543999999999,-1.524617,-0.9231214,4.158651,-0.697444,12.30933,11.628802,24.054612,-22.6529258,3.738067,-8.599434,3.446797,-8.678554,19.512544,15.868050399999998,-13.957818,-1.1066654,-9.913001,6.948535,18.492229,3.630205,-18.614231,-2.380983,-5.80758,-2.465616,-11.422645,-13.934157,11.430333,-6.588801600000001,-25.068444,-9.187837,-26.958851,15.511537,4.11707,4.180131,0.1303412,1.335462,-13.5301498,-7.8065832,-9.367447799999999,21.476169,-10.277449,0.056767,-1.075575,-2.637674,3.613541,-21.4905786,-2.901812,13.432995,-8.413743,-10.200785,-2.667623,1.6934269999999998,-31.56266,-4.5609436,6.549093399999999,11.340276,-9.735611,-3.846538,-3.708834,G,H,K,H,H
19,-9.02757,0.485763,11.18411,-17.698619,-15.710081,22.856789,5.431498,7.050627,0.22247,-2.058316,16.829871199999996,-5.287183,4.2567102,-4.769423,-10.552471,16.6478458,-3.401066,21.523168,-5.626526,-28.6800368,-49.135694,8.451257,-9.082323,6.091794,-5.689702,2.839328,-3.967229,0.9106646000000002,-3.864555,-6.607468,-9.517563,-7.349077,-14.823193,-16.34835,1.4580452000000002,-6.038644,0.175545,0.454125,10.131553,-1.6538805999999997,10.219107,9.506272,18.542022,-14.967488,-0.839837,-7.11726,1.531442,-12.1032864,13.932668,21.076459,-8.6870066,0.854244,-8.239289,8.497218,20.7987404,3.841615,-14.696769799999998,-0.266341,-4.53633,-2.073844,-3.397653,-8.816256,13.672757,-5.4757926,-20.899958,-7.061958,-20.146564400000003,14.374727,3.3297044,1.637016,1.73486,11.947561,-10.561289,-8.337871,-2.155182,26.016222,-9.944475599999999,5.287811,0.5437900000000001,-1.203375,4.3118976,-22.880967,1.457449,16.111442,-4.885605,1.330167,6.429319,3.326446,-29.410509,-8.970008,10.787976,14.51788,-7.528967,2.787035,1.285487,G,H,J,I,K
20,-10.223275999999998,-0.856093,7.59909,-23.568116,-19.284025,19.910536,1.54579,2.315298,-3.593373,-7.383881,11.164877,-9.628827,-5.106301,-5.285203,-15.231943,9.592712,-8.061832,12.961244,-6.521905,-35.234291,-50.519095,6.855254,-14.391959,-1.677011,-6.886469,-4.027795,-12.38731,-2.258083,-5.787179,-13.687326,-12.134103,-9.140702,-24.812445,-21.9499922,-2.826654,-4.344525,-3.818279,-1.991377,8.341695,-6.726581,8.4530838,1.081407,17.02192,-21.441425,-3.3333800000000005,-11.908799,-0.975519,-15.665029,13.950578,12.561395,-13.856909,-2.16013,-8.48512,2.763193,14.011038,3.177166,-20.5299,-3.3612176,-5.146125,-8.774,-7.190303,-16.409310799999997,7.758214,-14.142366,-22.04634,-11.056376,-28.305872,11.726509,2.0752390000000003,3.125284,-1.179944,2.290704,-16.012188,-13.435592,-12.980601,22.960296,-10.766244,0.845916,-1.75415,-4.349307,1.437712,-24.3237874,-6.489614,14.020711,-10.047826,-7.931991,0.0609,0.713162,-38.9448,-11.779858,6.768234,9.421023,-12.963354,-5.640395,-4.831087,G,H,H,J,H
21,-8.6605938,6.804447,12.731534,-15.958188,-13.589275,22.118102,3.1148548000000003,7.695054,-0.001413,-3.9292460000000005,14.262279,-5.519282,4.38914,0.984101,-7.921236,13.218866,-3.734491,16.836508,-3.230851,-26.887285,-45.538456,10.95049,-10.836328,3.082493,-4.052001,0.12073960000000002,-8.825733,-0.364105,-3.117566,-8.9851154,-13.948936,-3.947394,-18.827295,-18.221131,-2.34374,-0.761353,-0.563034,1.466925,10.381536,-2.443274,10.989091,7.569116,21.570511,-19.894147,-0.4219652,-5.804446,2.995187,-10.1288204,21.20828,19.093394,-9.561454,1.731816,-8.29841,7.267391,16.8825636,8.864269,-19.046913,0.285384,-6.031357,-4.374824,-4.340411,-15.255699,14.391014,-7.300145,-16.599436,-5.207482,-22.30191,16.09315,7.374637,8.457459,3.86547,5.621435,-11.4817422,-7.708737,-5.29853,27.750557,-8.441674,2.598223,1.847577,2.314383,6.709581,-22.257102,-3.2027554,15.295872400000002,-6.485349,-0.681993,4.748187,6.107379,-32.060254,-4.405587,7.155555,12.55226,-5.745679,-0.85764,-0.381045,G,I,G,G,G
22,-11.010295,1.74339,9.420931,-14.400703,-12.8832898,25.537612,3.498127,7.697403,3.697151,0.427047,18.705174,-6.42425,11.185157,0.3412436,-5.59086,18.559297,-2.917792,20.722777,-10.419203,-29.157012,-48.941111,10.004987,-10.3576,1.925133,-4.652813,-1.379877,-4.8360964,-0.021549,-1.180475,-5.636854,-16.538164,-3.328811,-13.86138,-21.78745,0.685954,-4.395704,1.633658,5.868328,10.8530828,-0.622618,11.711115600000001,8.692701,21.5151714,-19.510731,1.818917,-3.33463,1.801406,-8.903441,21.786487,23.245499,-8.203676999999999,1.1787728,-11.983114,9.299304,20.464769,9.443582,-14.348333,2.387075,-7.114523,-5.272699,-3.299743,-9.083006,14.353187,-8.441138,-13.266319,-9.584021,-25.437274,16.602966,11.354883,11.249844,3.614522,7.6097668,-10.138011,-4.722552,-5.836008,34.789025,-8.890171,2.340266,1.640072,0.45234,5.2185438,-20.2113796,1.7193628,13.760571,-2.312904,2.913085,10.668641,6.293156,-27.826502,-4.932713,8.813248,10.053621,-4.932255,1.2119614,2.2788329999999997,H,H,H,G,J
